,Launch_Date,Launch_Day,Launch_Month,Launch_Year
0,2019-12-11,11,12,2019
1,1988-09-29,29,9,1988
2,1989-09-25,25,9,1989
3,2016-04-25,25,4,2016
4,1990-08-30,30,8,1990
5,1991-08-02,2,8,1991
6,1993-01-13,13,1,1993
7,1993-09-03,3,9,1993
8,1994-02-07,7,2,1994
9,1994-08-27,27,8,1994
10,1994-11-01,1,11,1994
11,1995-01-29,29,1,1995
12,1995-04-07,7,4,1995
13,1995-07-13,13,7,1995
14,1995-07-31,31,7,1995
15,1996-04-03,3,4,1996
16,1996-04-18,18,4,1996
17,1996-04-20,20,4,1996
18,1996-04-24,24,4,1996
19,1996-09-06,6,9,1996
20,1996-09-08,8,9,1996
21,2012-09-13,13,9,2012
22,1996-12-18,18,12,1996
23,2019-08-09,9,8,2019
24,2019-08-09,9,8,2019
25,2018-12-17,17,12,2018
26,2018-12-17,17,12,2018
27,2018-07-16,16,7,2018
28,2018-07-16,16,7,2018
29,2020-01-31,31,1,2020
30,2020-01-31,31,1,2020
31,2020-01-31,31,1,2020
32,2015-10-08,8,10,2015
33,2014-06-19,19,6,2014
34,2014-06-19,19,6,2014
35,2015-10-08,8,10,2015
36,2015-05-20,20,5,2015
37,2015-05-20,20,5,2015
38,2016-11-11,11,11,2016
39,1997-01-30,30,1,1997
40,2007-04-25,25,4,2007
41,2014-06-30,30,6,2014
42,2010-07-12,12,7,2010
43,2014-07-08,8,7,2014
44,2013-12-28,28,12,2013
45,2013-04-19,19,4,2013
46,2016-04-27,27,4,2016
47,2018-12-03,3,12,2018
48,2019-04-01,1,4,2019
49,1997-02-16,16,2,1997
50,1997-02-23,23,2,1997
51,2019-12-06,6,12,2019
52,2018-12-03,3,12,2018
53,2013-12-06,6,12,2013
54,2016-09-26,26,9,2016
55,2016-09-26,26,9,2016
56,2016-09-26,26,9,2016
57,2010-07-12,12,7,2010
58,1997-05-24,24,5,1997
59,1997-08-28,28,8,1997
60,1997-09-04,4,9,1997
61,1997-09-23,23,9,1997
62,1997-10-24,24,10,1997
63,1997-11-08,8,11,1997
64,1997-12-02,2,12,1997
65,1998-02-04,4,2,1998
66,1998-03-16,16,3,1998
67,1998-05-09,9,5,1998
68,1998-08-30,30,8,1998
69,1999-01-21,21,1,1999
70,1999-02-15,15,2,1999
71,1999-02-26,26,2,1999
72,2019-07-05,5,7,2019
73,1999-03-21,21,3,1999
74,1999-05-20,20,5,1999
75,1999-09-04,4,9,1999
76,1974-11-15,15,11,1974
77,2019-12-18,18,12,2019
78,1999-09-26,26,9,1999
79,1999-10-19,19,10,1999
80,1999-11-13,13,11,1999
81,1999-11-24,24,11,1999
82,2000-01-01,1,1,2000
83,2019-01-18,18,1,2019
84,2004-06-29,29,6,2004
85,2014-06-19,19,6,2014
86,2004-06-29,29,6,2004
87,2009-07-29,29,7,2009
88,2009-07-29,29,7,2009
89,2011-08-17,17,8,2011
90,2013-11-21,21,11,2013
91,2013-11-21,21,11,2013
92,2014-06-19,19,6,2014
93,2000-03-21,21,3,2000
94,2000-05-18,18,5,2000
95,2000-05-24,24,5,2000
96,2000-06-30,30,6,2000
97,2000-07-28,28,7,2000
98,2000-08-17,17,8,2000
99,2000-09-14,14,9,2000
100,2018-01-11,11,1,2018
101,2000-10-02,2,10,2000
102,2000-10-07,7,10,2000
103,2000-10-20,20,10,2000
104,2000-10-22,22,10,2000
105,2000-10-29,29,10,2000
106,2000-11-15,15,11,2000
107,2000-11-21,21,11,2000
108,2000-12-19,19,12,2000
109,2000-12-19,19,12,2000
110,2001-02-07,7,2,2001
111,2014-11-06,6,11,2014
112,2018-01-17,17,1,2018
113,2017-11-20,20,11,2017
114,2001-02-27,27,2,2001
115,2001-03-08,8,3,2001
116,2001-05-14,14,5,2001
117,2001-06-09,9,6,2001
118,2001-06-16,16,6,2001
119,2001-08-06,6,8,2001
120,2001-08-30,30,8,2001
121,2001-09-25,25,9,2001
122,2002-01-16,16,1,2002
123,2002-02-21,21,2,2002
124,2002-02-23,23,2,2002
125,2002-03-08,8,3,2002
126,2002-03-29,29,3,2002
127,2002-03-29,29,3,2002
128,2002-03-30,30,3,2002
129,2002-04-16,16,4,2002
130,2002-05-07,7,5,2002
131,2018-01-11,11,1,2018
132,2018-12-03,3,12,2018
133,2019-04-01,1,4,2019
134,2015-09-28,28,9,2015
135,2002-06-05,5,6,2002
136,2002-06-15,15,6,2002
137,2015-12-16,16,12,2015
138,2019-12-06,6,12,2019
139,2014-06-19,19,6,2014
140,2002-07-05,5,7,2002
141,2002-07-05,5,7,2002
142,2020-02-19,19,2,2020
143,2002-08-21,21,8,2002
144,2002-09-06,6,9,2002
145,2002-09-10,10,9,2002
146,2002-09-18,18,9,2002
147,2002-12-04,4,12,2002
148,2002-12-17,17,12,2002
149,2015-02-27,27,2,2015
150,2016-03-24,24,3,2016
151,2019-12-21,21,12,2019
152,2019-07-05,5,7,2019
153,2012-04-28,28,4,2012
154,2012-04-28,28,4,2012
155,2012-09-18,18,9,2012
156,2002-12-29,29,12,2002
157,2003-02-15,15,2,2003
158,2003-03-11,11,3,2003
159,2003-04-08,8,4,2003
160,2003-04-09,9,4,2003
161,2003-05-12,12,5,2003
162,2003-06-10,10,6,2003
163,2003-06-12,12,6,2003
164,2003-08-08,8,8,2003
165,2015-07-25,25,7,2015
166,2015-07-25,25,7,2015
167,2016-02-01,1,2,2016
168,2003-08-29,29,8,2003
169,2003-09-09,9,9,2003
170,2003-10-01,1,10,2003
171,2003-11-24,24,11,2003
172,2003-12-18,18,12,2003
173,2004-02-14,14,2,2004
174,2004-03-13,13,3,2004
175,2004-03-15,15,3,2004
176,2004-05-04,4,5,2004
177,2004-05-19,19,5,2004
178,2004-06-16,16,6,2004
179,2004-07-18,18,7,2004
180,2004-10-14,14,10,2004
181,2004-12-17,17,12,2004
182,2005-02-03,3,2,2005
183,2005-02-12,12,2,2005
184,2005-03-01,1,3,2005
185,2005-03-11,11,3,2005
186,2005-04-12,12,4,2005
187,2005-05-22,22,5,2005
188,2005-06-23,23,6,2005
189,2005-06-24,24,6,2005
190,2005-08-11,11,8,2005
191,2005-08-13,13,8,2005
192,2005-09-09,9,9,2005
193,2005-10-13,13,10,2005
194,2005-10-13,13,10,2005
195,2005-11-08,8,11,2005
196,2005-11-16,16,11,2005
197,2005-11-16,16,11,2005
198,2005-12-21,21,12,2005
199,2005-12-29,29,12,2005
200,2006-02-15,15,2,2006
201,2006-02-18,18,2,2006
202,2005-10-27,27,10,2005
203,2006-03-11,11,3,2006
204,2018-08-10,10,8,2018
205,2001-10-22,22,10,2001
206,2016-06-22,22,6,2016
207,2015-10-08,8,10,2015
208,2012-07-22,22,7,2012
209,2018-11-29,29,11,2018
210,2018-12-03,3,12,2018
211,2019-06-29,29,6,2019
212,2019-08-19,19,8,2019
213,2016-09-26,26,9,2016
214,2006-03-11,11,3,2006
215,2006-04-12,12,4,2006
216,2006-04-20,20,4,2006
217,2006-05-24,24,5,2006
218,2019-04-01,1,4,2019
219,2006-05-27,27,5,2006
220,2006-06-18,18,6,2006
221,2018-12-03,3,12,2018
222,2006-08-04,4,8,2006
223,2014-06-19,19,6,2014
224,2013-11-21,21,11,2013
225,2014-08-19,19,8,2014
226,2019-08-19,19,8,2019
227,2006-08-11,11,8,2006
228,2006-08-11,11,8,2006
229,2006-08-22,22,8,2006
230,2006-10-13,13,10,2006
231,2006-10-13,13,10,2006
232,2019-06-05,5,6,2019
233,2019-06-05,5,6,2019
234,2014-06-19,19,6,2014
235,2006-10-30,30,10,2006
236,2006-04-28,28,4,2006
237,2008-04-28,28,4,2008
238,2014-06-30,30,6,2014
239,2014-06-30,30,6,2014
240,2016-09-26,26,9,2016
241,2018-12-03,3,12,2018
242,2005-05-05,5,5,2005
243,2007-01-10,10,1,2007
244,2008-04-28,28,4,2008
245,2010-07-12,12,7,2010
246,2016-06-22,22,6,2016
247,2017-02-15,15,2,2017
248,2017-06-22,22,6,2017
249,2018-01-11,11,1,2018
250,2019-11-27,27,11,2019
251,2013-09-29,29,9,2013
252,2019-01-31,31,1,2019
253,2019-01-31,31,1,2019
254,2006-11-08,8,11,2006
255,2014-12-07,7,12,2014
256,2019-12-21,21,12,2019
257,2015-07-10,10,7,2015
258,2018-01-11,11,1,2018
259,2016-11-11,11,11,2016
260,2018-11-29,29,11,2018
261,2018-12-03,3,12,2018
262,2018-09-29,29,9,2018
263,2018-12-16,16,12,2018
264,2017-06-22,22,6,2017
265,2007-03-09,9,3,2007
266,2018-10-28,28,10,2018
267,1999-07-23,23,7,1999
268,2016-12-21,21,12,2016
269,2019-12-18,18,12,2019
270,2018-12-16,16,12,2018
271,2003-10-21,21,10,2003
272,2008-11-05,5,11,2008
273,2011-11-20,20,11,2011
274,2014-09-04,4,9,2014
275,2013-07-19,19,7,2013
276,2014-11-06,6,11,2014
277,2006-12-08,8,12,2006
278,2006-12-08,8,12,2006
279,2017-07-14,14,7,2017
280,2018-11-10,10,11,2018
281,2017-07-14,14,7,2017
282,2017-07-14,14,7,2017
283,2017-06-23,23,6,2017
284,2018-01-11,11,1,2018
285,2018-11-29,29,11,2018
286,2006-12-11,11,12,2006
287,2012-09-13,13,9,2012
288,2020-01-31,31,1,2020
289,2007-02-17,17,2,2007
290,2006-04-28,28,4,2006
291,2017-06-23,23,6,2017
292,2007-02-17,17,2,2007
293,2007-02-17,17,2,2007
294,2007-03-11,11,3,2007
295,2014-12-19,19,12,2014
296,2003-01-06,6,1,2003
297,2019-06-25,25,6,2019
298,2019-06-25,25,6,2019
299,2019-06-25,25,6,2019
300,2019-06-25,25,6,2019
301,2019-06-25,25,6,2019
302,2019-06-25,25,6,2019
303,2006-04-15,15,4,2006
304,2006-04-15,15,4,2006
305,2006-04-15,15,4,2006
306,2006-04-15,15,4,2006
307,2006-04-15,15,4,2006
308,2015-03-31,31,3,2015
309,2017-06-23,23,6,2017
310,2019-07-10,10,7,2019
311,2019-07-10,10,7,2019
312,2019-11-25,25,11,2019
313,2019-11-25,25,11,2019
314,2019-07-10,10,7,2019
315,2019-07-10,10,7,2019
316,2007-06-08,8,6,2007
317,2007-12-09,9,12,2007
318,2008-10-25,25,10,2008
319,2010-11-06,6,11,2010
320,2015-01-31,31,1,2015
321,2010-04-08,8,4,2010
322,2019-12-18,18,12,2019
323,2018-12-03,3,12,2018
324,2018-12-19,19,12,2018
325,2013-11-21,21,11,2013
326,2018-07-13,13,7,2018
327,2018-12-16,16,12,2018
328,2003-06-30,30,6,2003
329,2016-12-15,15,12,2016
330,2016-12-15,15,12,2016
331,2016-12-15,15,12,2016
332,2016-12-15,15,12,2016
333,2016-12-15,15,12,2016
334,2016-12-15,15,12,2016
335,2016-12-15,15,12,2016
336,2016-12-15,15,12,2016
337,2014-05-24,24,5,2014
338,2015-12-17,17,12,2015
339,2018-09-15,15,9,2018
340,2018-12-16,16,12,2018
341,2015-09-19,19,9,2015
342,2009-07-29,29,7,2009
343,2014-06-19,19,6,2014
344,2008-04-28,28,4,2008
345,2019-01-31,31,1,2019
346,2017-11-20,20,11,2017
347,2017-08-26,26,8,2017
348,2017-06-23,23,6,2017
349,2017-06-23,23,6,2017
350,2017-06-23,23,6,2017
351,2017-02-15,15,2,2017
352,2007-03-11,11,3,2007
353,2007-04-09,9,4,2007
354,2007-05-04,4,5,2007
355,2007-05-04,4,5,2007
356,2007-07-06,6,7,2007
357,2007-07-07,7,7,2007
358,2007-08-14,14,8,2007
359,2007-08-14,14,8,2007
360,2007-09-02,2,9,2007
361,2016-04-27,27,4,2016
362,2018-10-29,29,10,2018
363,1999-05-26,26,5,1999
364,2015-07-10,10,7,2015
365,2015-07-10,10,7,2015
366,2015-07-10,10,7,2015
367,1997-04-04,4,4,1997
368,1999-12-12,12,12,1999
369,2003-10-18,18,10,2003
370,2006-11-04,4,11,2006
371,2009-10-18,18,10,2009
372,2019-11-27,27,11,2019
373,2014-06-19,19,6,2014
374,2014-06-19,19,6,2014
375,2014-06-19,19,6,2014
376,2014-06-19,19,6,2014
377,2014-06-19,19,6,2014
378,2014-06-19,19,6,2014
379,2014-06-19,19,6,2014
380,2014-06-19,19,6,2014
381,2014-06-19,19,6,2014
382,2014-06-19,19,6,2014
383,2014-06-19,19,6,2014
384,2013-04-19,19,4,2013
385,2017-07-14,14,7,2017
386,2017-07-14,14,7,2017
387,2017-07-14,14,7,2017
388,2017-07-14,14,7,2017
389,2017-07-14,14,7,2017
390,2017-07-14,14,7,2017
391,2017-07-14,14,7,2017
392,2017-07-14,14,7,2017
393,2017-07-14,14,7,2017
394,2017-07-14,14,7,2017
395,2017-07-14,14,7,2017
396,2017-07-14,14,7,2017
397,2017-07-14,14,7,2017
398,2017-07-14,14,7,2017
399,2017-07-14,14,7,2017
400,2017-07-14,14,7,2017
401,2017-07-14,14,7,2017
402,2017-07-14,14,7,2017
403,2017-07-14,14,7,2017
404,2017-07-14,14,7,2017
405,2017-07-14,14,7,2017
406,2017-07-14,14,7,2017
407,2017-07-14,14,7,2017
408,2017-07-14,14,7,2017
409,2017-07-14,14,7,2017
410,2017-07-14,14,7,2017
411,2017-07-14,14,7,2017
412,2017-07-14,14,7,2017
413,2017-07-14,14,7,2017
414,2017-07-14,14,7,2017
415,2017-07-14,14,7,2017
416,2017-07-14,14,7,2017
417,2017-07-14,14,7,2017
418,2017-07-14,14,7,2017
419,2017-07-14,14,7,2017
420,2017-07-14,14,7,2017
421,2017-07-14,14,7,2017
422,2017-07-14,14,7,2017
423,2017-07-14,14,7,2017
424,2017-07-14,14,7,2017
425,2017-07-14,14,7,2017
426,2017-07-14,14,7,2017
427,2017-07-14,14,7,2017
428,2017-07-14,14,7,2017
429,2017-07-14,14,7,2017
430,2017-07-14,14,7,2017
431,2017-07-14,14,7,2017
432,2016-06-22,22,6,2016
433,2016-06-22,22,6,2016
434,2016-06-22,22,6,2016
435,2016-06-22,22,6,2016
436,2016-06-22,22,6,2016
437,2016-06-22,22,6,2016
438,2016-06-22,22,6,2016
439,2016-06-22,22,6,2016
440,2016-06-22,22,6,2016
441,2016-06-22,22,6,2016
442,2016-06-22,22,6,2016
443,2016-06-22,22,6,2016
444,2013-11-21,21,11,2013
445,2018-12-27,27,12,2018
446,2018-12-27,27,12,2018
447,2018-12-27,27,12,2018
448,2018-12-27,27,12,2018
449,2018-12-27,27,12,2018
450,2018-12-27,27,12,2018
451,2018-12-27,27,12,2018
452,2018-12-27,27,12,2018
453,2018-12-27,27,12,2018
454,2018-12-27,27,12,2018
455,2018-12-27,27,12,2018
456,2018-12-27,27,12,2018
457,2017-10-31,31,10,2017
458,2017-10-31,31,10,2017
459,2017-10-31,31,10,2017
460,2017-10-31,31,10,2017
461,2017-02-14,14,2,2017
462,2018-01-11,11,1,2018
463,2017-02-14,14,2,2017
464,2017-02-14,14,2,2017
465,2017-02-14,14,2,2017
466,2017-02-14,14,2,2017
467,2017-02-14,14,2,2017
468,2017-02-14,14,2,2017
469,2017-02-14,14,2,2017
470,2017-02-14,14,2,2017
471,2017-02-14,14,2,2017
472,2017-02-14,14,2,2017
473,2017-02-14,14,2,2017
474,2018-01-11,11,1,2018
475,2017-02-14,14,2,2017
476,2017-02-14,14,2,2017
477,2017-02-14,14,2,2017
478,2017-02-14,14,2,2017
479,2017-02-14,14,2,2017
480,2017-02-14,14,2,2017
481,2017-02-14,14,2,2017
482,2017-02-14,14,2,2017
483,2017-02-14,14,2,2017
484,2017-02-14,14,2,2017
485,2018-01-11,11,1,2018
486,2017-02-14,14,2,2017
487,2017-02-14,14,2,2017
488,2017-02-14,14,2,2017
489,2017-02-14,14,2,2017
490,2017-02-14,14,2,2017
491,2017-02-14,14,2,2017
492,2017-02-14,14,2,2017
493,2017-02-14,14,2,2017
494,2017-02-14,14,2,2017
495,2017-02-14,14,2,2017
496,2017-02-14,14,2,2017
497,2017-02-14,14,2,2017
498,2018-01-11,11,1,2018
499,2017-02-14,14,2,2017
500,2017-02-14,14,2,2017
501,2017-02-14,14,2,2017
502,2017-02-14,14,2,2017
503,2017-02-14,14,2,2017
504,2017-02-14,14,2,2017
505,2017-02-14,14,2,2017
506,2017-02-14,14,2,2017
507,2017-02-14,14,2,2017
508,2017-02-14,14,2,2017
509,2017-02-14,14,2,2017
510,2017-02-14,14,2,2017
511,2017-02-14,14,2,2017
512,2017-02-14,14,2,2017
513,2017-02-14,14,2,2017
514,2017-02-14,14,2,2017
515,2017-02-14,14,2,2017
516,2017-02-14,14,2,2017
517,2017-02-14,14,2,2017
518,2017-02-14,14,2,2017
519,2017-02-14,14,2,2017
520,2017-02-14,14,2,2017
521,2017-02-14,14,2,2017
522,2017-02-14,14,2,2017
523,2017-02-14,14,2,2017
524,2017-02-14,14,2,2017
525,2017-02-14,14,2,2017
526,2017-02-14,14,2,2017
527,2017-02-14,14,2,2017
528,2017-02-14,14,2,2017
529,2017-02-14,14,2,2017
530,2017-02-14,14,2,2017
531,2017-02-14,14,2,2017
532,2017-02-14,14,2,2017
533,2017-02-14,14,2,2017
534,2017-02-14,14,2,2017
535,2017-02-14,14,2,2017
536,2017-02-14,14,2,2017
537,2017-02-14,14,2,2017
538,2017-02-14,14,2,2017
539,2017-02-14,14,2,2017
540,2017-02-14,14,2,2017
541,2017-02-14,14,2,2017
542,2017-02-14,14,2,2017
543,2017-02-14,14,2,2017
544,2017-02-14,14,2,2017
545,2017-02-14,14,2,2017
546,2017-02-14,14,2,2017
547,2017-02-14,14,2,2017
548,2017-02-14,14,2,2017
549,2017-02-14,14,2,2017
550,2017-02-14,14,2,2017
551,2017-02-14,14,2,2017
552,2017-02-14,14,2,2017
553,2018-10-29,29,10,2018
554,2018-11-29,29,11,2018
555,2018-11-29,29,11,2018
556,2018-11-29,29,11,2018
557,2018-10-29,29,10,2018
558,2018-10-29,29,10,2018
559,2018-10-29,29,10,2018
560,2018-10-29,29,10,2018
561,2018-10-29,29,10,2018
562,2018-10-29,29,10,2018
563,2018-10-29,29,10,2018
564,2018-11-29,29,11,2018
565,2018-11-29,29,11,2018
566,2018-10-29,29,10,2018
567,2018-11-29,29,11,2018
568,2018-10-29,29,10,2018
569,2018-12-03,3,12,2018
570,2018-12-03,3,12,2018
571,2018-12-03,3,12,2018
572,2019-04-01,1,4,2019
573,2019-04-01,1,4,2019
574,2019-04-01,1,4,2019
575,2019-04-01,1,4,2019
576,2019-04-01,1,4,2019
577,2019-04-01,1,4,2019
578,2019-04-01,1,4,2019
579,2019-04-01,1,4,2019
580,2019-04-01,1,4,2019
581,2019-04-01,1,4,2019
582,2019-04-01,1,4,2019
583,2019-04-01,1,4,2019
584,2019-04-01,1,4,2019
585,2019-04-01,1,4,2019
586,2019-04-01,1,4,2019
587,2019-04-01,1,4,2019
588,2019-04-01,1,4,2019
589,2019-04-01,1,4,2019
590,2019-04-01,1,4,2019
591,2019-11-27,27,11,2019
592,2019-11-27,27,11,2019
593,2019-11-27,27,11,2019
594,2019-11-27,27,11,2019
595,2019-11-27,27,11,2019
596,2019-11-27,27,11,2019
597,2019-11-27,27,11,2019
598,2019-11-27,27,11,2019
599,2019-11-27,27,11,2019
600,2019-11-27,27,11,2019
601,2019-11-27,27,11,2019
602,2019-04-01,1,4,2019
603,2007-10-05,5,10,2007
604,2007-10-05,5,10,2007
605,2007-10-11,11,10,2007
606,2007-11-14,14,11,2007
607,2007-11-14,14,11,2007
608,2007-11-17,17,11,2007
609,2007-12-21,21,12,2007
610,2008-01-15,15,1,2008
611,2008-01-28,28,1,2008
612,2008-02-11,11,2,2008
613,2008-03-19,19,3,2008
614,2018-12-27,27,12,2018
615,2008-04-14,14,4,2008
616,2013-11-21,21,11,2013
617,2014-06-19,19,6,2014
618,2019-12-11,11,12,2019
619,2014-07-08,8,7,2014
620,2008-04-18,18,4,2008
621,2018-12-03,3,12,2018
622,2017-11-20,20,11,2017
623,2008-04-18,18,4,2008
624,2008-04-25,25,4,2008
625,2008-04-28,28,4,2008
626,2008-05-21,21,5,2008
627,2008-06-09,9,6,2008
628,2008-06-12,12,6,2008
629,2008-06-12,12,6,2008
630,2008-07-07,7,7,2008
631,2008-07-07,7,7,2008
632,2008-07-16,16,7,2008
633,2008-08-14,14,8,2008
634,2008-08-14,14,8,2008
635,2008-08-18,18,8,2008
636,2019-07-05,5,7,2019
637,2008-09-19,19,9,2008
638,2019-02-21,21,2,2019
639,2015-11-17,17,11,2015
640,2017-05-25,25,5,2017
641,2019-09-26,26,9,2019
642,2019-07-05,5,7,2019
643,2008-09-24,24,9,2008
644,2008-11-05,5,11,2008
645,2008-12-10,10,12,2008
646,2008-12-20,20,12,2008
647,2008-12-20,20,12,2008
648,2011-12-17,17,12,2011
649,2011-12-17,17,12,2011
650,2011-12-17,17,12,2011
651,2011-12-17,17,12,2011
652,2019-04-01,1,4,2019
653,2018-03-29,29,3,2018
654,1999-12-18,18,12,1999
655,2004-07-15,15,7,2004
656,2002-05-04,4,5,2002
657,2018-07-13,13,7,2018
658,2009-01-18,18,1,2009
659,2006-04-25,25,4,2006
660,2018-12-03,3,12,2018
661,2009-02-11,11,2,2009
662,2009-02-11,11,2,2009
663,2009-02-11,11,2,2009
664,2009-02-11,11,2,2009
665,2019-12-20,20,12,2019
666,2018-12-03,3,12,2018
667,2009-02-11,11,2,2009
668,2009-02-26,26,2,2009
669,2009-04-03,3,4,2009
670,2009-04-04,4,4,2009
671,2009-04-20,20,4,2009
672,2009-05-16,16,5,2009
673,2009-06-21,21,6,2009
674,2009-06-27,27,6,2009
675,2009-06-30,30,6,2009
676,2009-07-01,1,7,2009
677,2009-08-11,11,8,2009
678,2009-08-21,21,8,2009
679,2009-08-21,21,8,2009
680,2009-08-31,31,8,2009
681,2009-09-08,8,9,2009
682,2009-09-17,17,9,2009
683,2009-10-01,1,10,2009
684,2009-10-01,1,10,2009
685,2009-10-29,29,10,2009
686,2009-10-29,29,10,2009
687,2009-11-23,23,11,2009
688,2009-11-24,24,11,2009
689,2009-11-30,30,11,2009
690,2009-12-06,6,12,2009
691,2009-12-29,29,12,2009
692,2010-01-16,16,1,2010
693,2010-01-28,28,1,2010
694,2010-02-11,11,2,2010
695,2010-02-12,12,2,2010
696,2010-03-04,4,3,2010
697,2012-07-22,22,7,2012
698,2011-08-17,17,8,2011
699,2015-09-28,28,9,2015
700,2018-12-03,3,12,2018
701,2019-07-05,5,7,2019
702,2010-03-20,20,3,2010
703,2010-04-24,24,4,2010
704,2010-05-21,21,5,2010
705,2010-05-21,21,5,2010
706,2010-06-03,3,6,2010
707,2010-06-26,26,6,2010
708,2010-06-26,26,6,2010
709,2010-07-10,10,7,2010
710,2010-07-31,31,7,2010
711,2010-08-04,4,8,2010
712,2018-12-03,3,12,2018
713,2019-12-18,18,12,2019
714,2018-11-29,29,11,2018
715,2007-03-09,9,3,2007
716,2018-12-03,3,12,2018
717,2010-08-04,4,8,2010
718,2010-11-20,20,11,2010
719,2018-02-02,2,2,2018
720,2012-11-20,20,11,2012
721,2010-09-04,4,9,2010
722,2010-09-11,11,9,2010
723,2010-10-14,14,10,2010
724,2010-11-04,4,11,2010
725,2013-09-23,23,9,2013
726,2017-11-14,14,11,2017
727,2010-10-28,28,10,2010
728,2008-06-11,11,6,2008
729,2010-09-21,21,9,2010
730,2012-04-03,3,4,2012
731,2013-12-06,6,12,2013
732,2016-02-10,10,2,2016
733,2018-01-12,12,1,2018
734,2015-01-31,31,1,2015
735,2015-01-31,31,1,2015
736,2019-12-20,20,12,2019
737,2017-07-14,14,7,2017
738,2010-10-31,31,10,2010
739,2017-08-25,25,8,2017
740,1997-08-29,29,8,1997
741,2019-12-06,6,12,2019
742,2015-10-08,8,10,2015
743,2018-12-03,3,12,2018
744,2018-01-11,11,1,2018
745,2013-11-21,21,11,2013
746,2010-11-14,14,11,2010
747,2010-11-21,21,11,2010
748,2010-11-24,24,11,2010
749,2010-11-26,26,11,2010
750,2010-11-26,26,11,2010
751,2010-12-17,17,12,2010
752,2010-12-26,26,12,2010
753,2010-12-29,29,12,2010
754,2010-12-29,29,12,2010
755,2011-01-20,20,1,2011
756,2011-03-02,2,3,2011
757,2011-04-09,9,4,2011
758,2014-08-22,22,8,2014
759,2016-05-24,24,5,2016
760,2016-05-24,24,5,2016
761,2016-11-17,17,11,2016
762,2016-11-17,17,11,2016
763,2016-11-17,17,11,2016
764,2017-12-13,13,12,2017
765,2017-12-13,13,12,2017
766,2017-12-13,13,12,2017
767,2017-12-13,13,12,2017
768,2018-07-25,25,7,2018
769,2014-08-22,22,8,2014
770,2018-07-25,25,7,2018
771,2018-07-25,25,7,2018
772,2018-07-25,25,7,2018
773,2015-03-27,27,3,2015
774,2015-03-27,27,3,2015
775,2015-09-11,11,9,2015
776,2015-09-11,11,9,2015
777,2016-11-17,17,11,2016
778,2015-12-17,17,12,2015
779,2015-12-17,17,12,2015
780,2011-10-21,21,10,2011
781,2011-10-21,21,10,2011
782,2012-10-12,12,10,2012
783,2012-10-12,12,10,2012
784,2013-04-26,26,4,2013
785,2019-10-04,4,10,2019
786,2011-04-22,22,4,2011
787,2019-11-28,28,11,2019
788,2014-08-19,19,8,2014
789,2016-08-09,9,8,2016
790,2011-04-22,22,4,2011
791,2019-11-03,3,11,2019
792,2015-06-26,26,6,2015
793,2015-09-14,14,9,2015
794,2018-03-30,30,3,2018
795,2018-03-30,30,3,2018
796,2018-03-30,30,3,2018
797,2018-05-08,8,5,2018
798,2018-06-03,3,6,2018
799,2011-05-07,7,5,2011
800,2011-05-20,20,5,2011
801,2013-11-21,21,11,2013
802,2017-12-22,22,12,2017
803,2015-05-20,20,5,2015
804,2006-07-12,12,7,2006
805,2007-06-28,28,6,2007
806,2016-06-05,5,6,2016
807,2019-08-30,30,8,2019
808,2008-09-06,6,9,2008
809,2011-05-20,20,5,2011
810,2011-05-20,20,5,2011
811,1992-07-24,24,7,1992
812,2016-06-22,22,6,2016
813,2012-05-17,17,5,2012
814,1999-03-15,15,3,1999
815,2007-05-29,29,5,2007
816,2007-10-20,20,10,2007
817,2007-10-20,20,10,2007
818,2007-05-29,29,5,2007
819,2007-10-20,20,10,2007
820,2007-05-29,29,5,2007
821,2007-05-29,29,5,2007
822,2010-10-19,19,10,2010
823,2010-10-19,19,10,2010
824,2010-10-19,19,10,2010
825,2010-10-19,19,10,2010
826,2010-10-19,19,10,2010
827,2013-02-06,6,2,2013
828,2010-10-19,19,10,2010
829,2011-12-28,28,12,2011
830,2011-07-13,13,7,2011
831,2011-12-28,28,12,2011
832,2011-07-13,13,7,2011
833,2011-12-28,28,12,2011
834,2011-07-13,13,7,2011
835,2011-12-28,28,12,2011
836,2011-07-13,13,7,2011
837,2011-07-13,13,7,2011
838,2011-12-28,28,12,2011
839,2011-07-13,13,7,2011
840,2011-12-28,28,12,2011
841,2013-02-06,6,2,2013
842,2013-02-06,6,2,2013
843,2013-02-06,6,2,2013
844,2013-02-06,6,2,2013
845,2013-02-06,6,2,2013
846,2011-02-26,26,2,2011
847,2014-12-01,1,12,2014
848,2006-12-25,25,12,2006
849,2006-12-25,25,12,2006
850,2007-10-26,26,10,2007
851,2007-10-26,26,10,2007
852,2007-12-25,25,12,2007
853,2007-12-25,25,12,2007
854,2009-12-14,14,12,2009
855,2010-03-01,1,3,2010
856,2010-03-01,1,3,2010
857,2009-12-14,14,12,2009
858,2010-03-01,1,3,2010
859,2010-09-02,2,9,2010
860,2011-10-02,2,10,2011
861,2011-11-04,4,11,2011
862,2011-11-04,4,11,2011
863,2011-11-04,4,11,2011
864,2013-04-26,26,4,2013
865,2016-02-07,7,2,2016
866,2017-09-22,22,9,2017
867,2016-05-29,29,5,2016
868,2014-06-14,14,6,2014
869,2018-06-18,18,6,2018
870,2018-11-03,3,11,2018
871,2019-05-27,27,5,2019
872,2019-12-11,11,12,2019
